Format Version,1.23,Take Name,OrcaLOS_NoGoPro_001,Take Notes,,Capture Frame Rate,180.000000,Export Frame Rate,180.000000,Capture Start Time,2018-11-07 01.44.44.512 PM,Total Frames in Take,39343,Total Exported Frames,39343,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro
,ID,"BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,
52,0.288889,0.029618,-0.009649,0.033096,-0.998967,-2.407936,38.987129,20.515465,0.160396
53,0.294444,0.029608,-0.009682,0.033097,-0.998967,-2.410385,38.993622,20.507372,0.163156
54,0.300000,0.029574,-0.009686,0.033072,-0.998968,-2.420325,38.981392,20.514256,0.170875
55,0.305556,0.029625,-0.009669,0.033091,-0.998966,-2.410828,38.989887,20.509752,0.167838
56,0.311111,0.029568,-0.009681,0.033153,-0.998966,-2.415547,38.982761,20.505299,0.159197
57,0.316667,0.029622,-0.009659,0.033086,-0.998967,-2.404624,38.984650,20.506414,0.166620
58,0.322222,0.029600,-0.009671,0.033053,-0.998968,-2.402539,38.986977,20.502773,0.159445
59,0.327778,0.029621,-0.009667,0.033095,-0.998966,-2.402212,38.985649,20.506721,0.162886
60,0.333333,0.029631,-0.009656,0.033058,-0.998967,-2.405605,38.979259,20.504498,0.162855
61,0.338889,0.029624,-0.009656,0.033090,-0.998967,-2.411144,38.981571,20.506702,0.165494
62,0.344444,0.029612,-0.009866,0.033396,-0.998955,-2.393100,38.995018,20.526320,0.164144
63,0.350000,0.029607,-0.009739,0.033147,-0.998964,-2.399636,38.983974,20.507164,0.160661
64,0.355556,0.029632,-0.009656,0.033084,-0.998967,-2.405019,38.988266,20.503551,0.168312
65,0.361111,0.029615,-0.009670,0.033065,-0.998968,-2.412297,38.992146,20.497650,0.160816
66,0.366667,0.029620,-0.009660,0.033070,-0.998967,-2.406672,38.994228,20.498686,0.169301
67,0.372222,0.029622,-0.009682,0.033048,-0.998968,-2.407704,38.992126,20.497206,0.167131
68,0.377778,0.029628,-0.009681,0.033026,-0.998968,-2.411030,38.989651,20.496655,0.158228
69,0.383333,0.029642,-0.009641,0.033059,-0.998967,-2.408021,38.984577,20.499376,0.165731
70,0.388889,0.029632,-0.009660,0.033032,-0.998968,-2.411130,38.982216,20.495953,0.159383
71,0.394444,0.029649,-0.009661,0.033088,-0.998966,-2.408786,38.983219,20.501455,0.169271
72,0.400000,0.029621,-0.009682,0.033078,-0.998967,-2.409072,38.987469,20.496597,0.163646
73,0.405556,0.029582,-0.009688,0.033067,-0.998968,-2.409246,38.993385,20.492895,0.163913
74,0.411111,0.029591,-0.009685,0.033059,-0.998968,-2.404993,38.988468,20.487659,0.158881
75,0.416667,0.029573,-0.009727,0.033092,-0.998967,-2.407908,38.990173,20.484509,0.161897
76,0.422222,0.029566,-0.009716,0.033102,-0.998967,-2.411617,38.988281,20.488720,0.157495
77,0.427778,0.029597,-0.009675,0.033086,-0.998967,-2.411119,38.991352,20.515089,0.164500
78,0.433333,0.029639,-0.009612,0.033068,-0.998967,-2.406915,38.989212,20.520542,0.157496
79,0.438889,0.029602,-0.009613,0.033055,-0.998969,-2.411446,38.990627,20.524141,0.159322
80,0.444444,0.029600,-0.009629,0.033070,-0.998968,-2.414806,38.992325,20.524590,0.160074
81,0.450000,0.029627,-0.009637,0.033079,-0.998967,-2.413910,38.989521,20.526518,0.159834
82,0.455556,0.029625,-0.009631,0.033090,-0.998967,-2.401632,38.989300,20.525879,0.161821
83,0.461111,0.029622,-0.009633,0.033085,-0.998967,-2.409081,38.994114,20.523598,0.159770
84,0.466667,0.029620,-0.009597,0.033070,-0.998968,-2.401152,38.990414,20.523827,0.156848
85,0.472222,0.029604,-0.009617,0.033070,-0.998968,-2.408959,38.992126,20.525433,0.158745
86,0.477778,0.029607,-0.009612,0.033064,-0.998968,-2.406710,38.985104,20.525726,0.153533
87,0.483333,0.029628,-0.009631,0.033090,-0.998967,-2.413732,38.983154,20.523813,0.161317
88,0.488889,0.029616,-0.009647,0.033066,-0.998968,-2.406525,38.985699,20.525219,0.159401
89,0.494444,0.029630,-0.009641,0.033060,-0.998968,-2.414438,38.988506,20.523117,0.160278
90,0.500000,0.029650,-0.009598,0.033080,-0.998967,-2.401022,38.985790,20.527630,0.165702
91,0.505556,0.029628,-0.009618,0.033079,-0.998967,-2.409797,38.991150,20.522202,0.165652
92,0.511111,0.029598,-0.009624,0.033083,-0.998968,-2.408902,38.993877,20.521465,0.160988
93,0.516667,0.029607,-0.009595,0.033082,-0.998968,-2.412075,38.994709,20.521540,0.165515
94,0.522222,0.029632,-0.009588,0.033095,-0.998967,-2.405435,38.991589,20.520559,0.159010
95,0.527778,0.029620,-0.009606,0.033095,-0.998967,-2.401785,38.986286,20.518299,0.163867
96,0.533333,0.029609,-0.009594,0.033085,-0.998968,-2.412046,38.981335,20.516031,0.166288
97,0.538889,0.029609,-0.009604,0.033077,-0.998968,-2.410661,38.978107,20.517466,0.160629
98,0.544444,0.029615,-0.009600,0.033111,-0.998967,-2.417580,38.977497,20.514950,0.159840
99,0.550000,0.029605,-0.009620,0.033067,-0.998968,-2.414562,38.980518,20.523628,0.160821
100,0.555556,0.029630,-0.009594,0.033075,-0.998968,-2.411004,38.986679,20.513157,0.178181
101,0.561111,0.029626,-0.009573,0.033103,-0.998967,-2.406745,38.993622,20.507229,0.156401
102,0.566667,0.029625,-0.009580,0.033066,-0.998968,-2.409862,38.998886,20.517231,0.152646
103,0.572222,0.029604,-0.009691,0.033032,-0.998969,-2.406930,38.994263,20.552181,0.151074
104,0.577778,0.029650,-0.009696,0.033035,-0.998967,-2.406142,38.986847,20.559959,0.154819
105,0.583333,0.029645,-0.009718,0.033056,-0.998967,-2.407397,38.985561,20.560389,0.148599
106,0.588889,0.029645,-0.009623,0.033019,-0.998969,-2.414767,38.987316,20.582001,0.153093
107,0.594444,0.029647,-0.009593,0.033051,-0.998968,-2.418505,38.982990,20.587032,0.152676
108,0.600000,0.029648,-0.009580,0.033026,-0.998969,-2.423167,38.982769,20.593842,0.153133
109,0.605556,0.029637,-0.009527,0.033075,-0.998968,-2.415672,38.987423,20.589355,0.176959
110,0.611111,0.029645,-0.009566,0.033064,-0.998968,-2.412962,38.987167,20.589249,0.181642
111,0.616667,0.029626,-0.009579,0.033061,-0.998968,-2.413233,38.989017,20.587685,0.170004
112,0.622222,0.029615,-0.009653,0.033088,-0.998967,-2.413126,38.991550,20.577560,0.161371
113,0.627778,0.029635,-0.009651,0.033074,-0.998967,-2.405532,38.991909,20.564455,0.154838
114,0.633333,0.029607,-0.009734,0.033064,-0.998967,-2.412287,38.996075,20.559803,0.157054
115,0.638889,0.029592,-0.009764,0.033060,-0.998968,-2.412197,38.993877,20.552828,0.155285
116,0.644444,0.029597,-0.009745,0.033067,-0.998967,-2.407243,38.991814,20.550718,0.148852
117,0.650000,0.029612,-0.009754,0.033073,-0.998967,-2.411533,38.986874,20.555815,0.150436
