Format Version,1.23,Take Name,OrcaFPV_NoGoPro_001,Take Notes,,Capture Frame Rate,180.000000,Export Frame Rate,180.000000,Capture Start Time,2018-11-07 01.53.44.543 PM,Total Frames in Take,38946,Total Exported Frames,38946,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro
,ID,"BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,
54,0.300000,0.014035,0.040196,0.033102,-0.998545,2.701806,36.108246,25.713615,0.246218
55,0.305556,0.014021,0.040187,0.033137,-0.998544,2.700404,36.106819,25.707468,0.246263
56,0.311111,0.014021,0.040225,0.033113,-0.998543,2.705639,36.103561,25.713711,0.239508
57,0.316667,0.014024,0.040205,0.033123,-0.998544,2.699769,36.104141,25.715569,0.249246
58,0.322222,0.014068,0.040174,0.033247,-0.998540,2.684922,36.093586,25.716873,0.240797
59,0.327778,0.014034,0.040210,0.033159,-0.998542,2.704955,36.103447,25.717773,0.245044
60,0.333333,0.014050,0.040193,0.033215,-0.998541,2.694205,36.088787,25.714142,0.237413
61,0.338889,0.014089,0.040155,0.033194,-0.998543,2.694743,36.084862,25.713369,0.241801
62,0.344444,0.014096,0.040146,0.033224,-0.998542,2.691590,36.080490,25.713924,0.243321
63,0.350000,0.014079,0.040172,0.033192,-0.998542,2.695606,36.076538,25.714737,0.241427
64,0.355556,0.014057,0.040209,0.033233,-0.998540,2.686592,36.074501,25.716391,0.233570
65,0.361111,0.013964,0.040246,0.033172,-0.998541,2.705486,36.080299,25.705441,0.237715
66,0.366667,0.014001,0.040224,0.033202,-0.998541,2.689267,36.081379,25.711008,0.231291
67,0.372222,0.014073,0.040174,0.033229,-0.998541,2.690355,36.086128,25.715879,0.241123
68,0.377778,0.014080,0.040186,0.033232,-0.998540,2.688022,36.087013,25.718115,0.242788
69,0.383333,0.014101,0.040161,0.033235,-0.998541,2.683451,36.089340,25.721691,0.244081
70,0.388889,0.014116,0.040145,0.033261,-0.998540,2.685661,36.084995,25.722330,0.243968
71,0.394444,0.014084,0.040139,0.033226,-0.998542,2.684478,36.082985,25.713179,0.242577
72,0.400000,0.014046,0.040071,0.033269,-0.998544,2.660912,36.085697,25.716761,0.237598
73,0.405556,0.014105,0.040139,0.033245,-0.998541,2.675817,36.087749,25.718515,0.243393
74,0.411111,0.014027,0.040215,0.033128,-0.998543,2.687097,36.102364,25.716204,0.241640
75,0.416667,0.014008,0.040203,0.033126,-0.998544,2.689216,36.112854,25.715855,0.245067
76,0.422222,0.014006,0.040221,0.033138,-0.998543,2.691046,36.113758,25.714743,0.244230
77,0.427778,0.014034,0.040208,0.033130,-0.998543,2.689948,36.121704,25.716978,0.245768
78,0.433333,0.014020,0.040232,0.033141,-0.998542,2.688523,36.127190,25.718967,0.244968
79,0.438889,0.014022,0.040228,0.033143,-0.998542,2.682792,36.125645,25.721094,0.244412
80,0.444444,0.014044,0.040199,0.033152,-0.998543,2.679780,36.129360,25.723600,0.248018
81,0.450000,0.014033,0.040192,0.033129,-0.998544,2.677418,36.132164,25.726271,0.244619
82,0.455556,0.014034,0.040202,0.033126,-0.998544,2.671596,36.123566,25.728930,0.247964
83,0.461111,0.014054,0.040224,0.033131,-0.998542,2.668601,36.125027,25.729071,0.247794
84,0.466667,0.014044,0.040198,0.033146,-0.998543,2.674865,36.124481,25.732714,0.249566
85,0.472222,0.014046,0.040150,0.033148,-0.998545,2.677879,36.121510,25.728582,0.252983
86,0.477778,0.014043,0.040177,0.033145,-0.998544,2.676611,36.124805,25.730862,0.244145
87,0.483333,0.014035,0.040186,0.033133,-0.998544,2.673322,36.123226,25.729259,0.247549
88,0.488889,0.014018,0.040064,0.033170,-0.998548,2.653995,36.127804,25.729225,0.245504
89,0.494444,0.014033,0.040156,0.033128,-0.998546,2.674252,36.122242,25.729416,0.242694
90,0.500000,0.014019,0.040180,0.033125,-0.998545,2.679966,36.117317,25.725348,0.245771
91,0.505556,0.014035,0.040194,0.033135,-0.998544,2.684562,36.118629,25.723822,0.248952
92,0.511111,0.014116,0.040154,0.033216,-0.998541,2.674021,36.107018,25.723776,0.242667
93,0.516667,0.014035,0.040191,0.033142,-0.998544,2.682627,36.109455,25.723969,0.243023
94,0.522222,0.014005,0.040217,0.033135,-0.998543,2.691643,36.105354,25.724834,0.243101
