Format Version,1.23,Take Name,Tweaker4LOS_WithGoPro_005,Take Notes,,Capture Frame Rate,180.000000,Export Frame Rate,180.000000,Capture Start Time,2018-11-07 03.34.45.325 PM,Total Frames in Take,21875,Total Exported Frames,21875,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Tweaker4,Tweaker4,Tweaker4,Tweaker4,Tweaker4,Tweaker4,Tweaker4,Tweaker4
,ID,"F56E575AE2E411E8B3FD50CD8B7040A6","F56E575AE2E411E8B3FD50CD8B7040A6","F56E575AE2E411E8B3FD50CD8B7040A6","F56E575AE2E411E8B3FD50CD8B7040A6","F56E575AE2E411E8B3FD50CD8B7040A6","F56E575AE2E411E8B3FD50CD8B7040A6","F56E575AE2E411E8B3FD50CD8B7040A6","F56E575AE2E411E8B3FD50CD8B7040A6"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,
84,0.466667,-0.093270,0.001326,0.091668,-0.991411,10.252282,45.835114,19.214340,0.360786
85,0.472222,-0.093312,0.001317,0.091687,-0.991405,10.251394,45.831715,19.215561,0.368096
86,0.477778,-0.093284,0.001446,0.091594,-0.991417,10.243629,45.836510,19.227703,0.375584
87,0.483333,-0.093295,0.001328,0.091654,-0.991410,10.254856,45.827351,19.219122,0.367717
88,0.488889,-0.093285,0.001399,0.091601,-0.991416,10.236318,45.831966,19.230091,0.376514
89,0.494444,-0.093301,0.001329,0.091679,-0.991407,10.252354,45.826355,19.212692,0.361479
90,0.500000,-0.093273,0.001328,0.091696,-0.991408,10.254118,45.827343,19.212194,0.368453
91,0.505556,-0.093246,0.001295,0.091723,-0.991408,10.251865,45.820126,19.210394,0.370476
92,0.511111,-0.093280,0.001284,0.091697,-0.991408,10.248930,45.827034,19.214592,0.369751
93,0.516667,-0.093315,0.001251,0.091655,-0.991408,10.253143,45.829811,19.211878,0.370215
94,0.522222,-0.093269,0.001261,0.091691,-0.991409,10.254702,45.841393,19.212009,0.364177
95,0.527778,-0.093258,0.001419,0.091682,-0.991411,10.243241,45.844090,19.226368,0.379959
96,0.533333,-0.093247,0.001587,0.091590,-0.991420,10.278745,45.816429,19.190531,0.309782
97,0.538889,-0.093280,0.001352,0.091638,-0.991413,10.264418,45.823608,19.206343,0.369983
98,0.544444,-0.093245,0.001273,0.091731,-0.991408,10.251853,45.826523,19.213644,0.371208
99,0.550000,-0.093276,0.001248,0.091713,-0.991406,10.250112,45.833340,19.215477,0.363732
100,0.555556,-0.093320,0.001557,0.091549,-0.991417,10.292443,45.808109,19.186203,0.315796
101,0.561111,-0.093340,0.001356,0.091602,-0.991411,10.258423,45.828819,19.206007,0.372382
102,0.566667,-0.093243,0.001587,0.091558,-0.991423,10.283425,45.812050,19.185877,0.317712
103,0.572222,-0.093258,0.001406,0.091692,-0.991410,10.262088,45.829277,19.215904,0.366833
104,0.577778,-0.093295,0.001299,0.091724,-0.991404,10.258369,45.843010,19.216646,0.369856
105,0.583333,-0.093237,0.001529,0.091564,-0.991423,10.288772,45.824501,19.189201,0.321559
106,0.588889,-0.093235,0.001379,0.091751,-0.991407,10.260014,45.825233,19.212957,0.367939
107,0.594444,-0.093262,0.001439,0.091615,-0.991417,10.246143,45.837208,19.233992,0.372364
108,0.600000,-0.093289,0.001362,0.091689,-0.991407,10.249308,45.829288,19.223028,0.366417
109,0.605556,-0.093347,0.001295,0.091704,-0.991401,10.254246,45.819412,19.217424,0.371809
110,0.611111,-0.093378,0.001241,0.091680,-0.991400,10.254892,45.814163,19.215919,0.383776
111,0.616667,-0.093363,0.001293,0.091665,-0.991403,10.257797,45.819904,19.217112,0.375322
112,0.622222,-0.093345,0.001271,0.091637,-0.991407,10.254658,45.830627,19.214079,0.363598
113,0.627778,-0.093302,0.001379,0.091596,-0.991415,10.235688,45.842484,19.230413,0.373599
114,0.633333,-0.093236,0.001375,0.091716,-0.991410,10.253035,45.837803,19.221903,0.373227
115,0.638889,-0.093279,0.001353,0.091709,-0.991406,10.251975,45.835056,19.219376,0.362737
116,0.644444,-0.093259,0.001323,0.091756,-0.991404,10.247941,45.836842,19.218334,0.369958
117,0.650000,-0.093282,0.001331,0.091723,-0.991405,10.257796,45.832947,19.217077,0.373256
118,0.655556,-0.093234,0.001337,0.091727,-0.991409,10.256884,45.827553,19.216230,0.360655
119,0.661111,-0.093302,0.001278,0.091671,-0.991408,10.259246,45.818970,19.214703,0.370036
120,0.666667,-0.093304,0.001268,0.091673,-0.991408,10.259436,45.823254,19.212471,0.372383
121,0.672222,-0.093252,0.001268,0.091691,-0.991411,10.257575,45.830551,19.208893,0.364286
122,0.677778,-0.093245,0.001287,0.091705,-0.991410,10.251821,45.827919,19.208292,0.365452
123,0.683333,-0.093295,0.001358,0.091655,-0.991410,10.248096,45.839542,19.225735,0.375845
124,0.688889,-0.093204,0.001310,0.091606,-0.991423,10.257036,45.845272,19.218447,0.374684
125,0.694444,-0.093293,0.001293,0.091677,-0.991408,10.256277,45.843941,19.217854,0.367953
126,0.700000,-0.093276,0.001280,0.091685,-0.991409,10.254092,45.833096,19.217257,0.367605
127,0.705556,-0.093274,0.001333,0.091755,-0.991403,10.254363,45.836830,19.217836,0.362747
128,0.711111,-0.093285,0.001467,0.091687,-0.991408,10.242210,45.837402,19.228868,0.381970
129,0.716667,-0.093266,0.001566,0.091556,-0.991422,10.286704,45.817726,19.191093,0.320373
130,0.722222,-0.093216,0.001645,0.091546,-0.991427,10.296441,45.804523,19.177235,0.316042
131,0.727778,-0.093268,0.001363,0.091675,-0.991411,10.259499,45.826122,19.209631,0.370861
132,0.733333,-0.093286,0.001550,0.091610,-0.991415,10.279453,45.813618,19.189196,0.318087
133,0.738889,-0.093316,0.001349,0.091652,-0.991408,10.254450,45.822453,19.216219,0.379094
134,0.744444,-0.093271,0.001317,0.091666,-0.991411,10.250234,45.832489,19.221266,0.375395
135,0.750000,-0.093334,0.001297,0.091713,-0.991401,10.251022,45.827442,19.226273,0.365982
136,0.755556,-0.093335,0.001411,0.091627,-0.991409,10.231376,45.842354,19.240263,0.377393
137,0.761111,-0.093348,0.001326,0.091639,-0.991407,10.243202,45.840500,19.226006,0.356451
138,0.766667,-0.093298,0.001305,0.091711,-0.991405,10.252732,45.832237,19.216660,0.359457
139,0.772222,-0.093311,0.001333,0.091672,-0.991407,10.247015,45.830135,19.220705,0.369523
140,0.777778,-0.093266,0.001644,0.091510,-0.991426,10.279712,45.812019,19.193951,0.313733
141,0.783333,-0.093331,0.001394,0.091631,-0.991409,10.262652,45.820793,19.209829,0.372964
142,0.788889,-0.093299,0.001318,0.091663,-0.991409,10.263508,45.828186,19.223951,0.375050
143,0.794444,-0.093280,0.001678,0.091472,-0.991428,10.267817,45.823196,19.204847,0.325613
144,0.800000,-0.093337,0.001379,0.091631,-0.991408,10.252120,45.829102,19.213924,0.371755
145,0.805556,-0.093279,0.001381,0.091714,-0.991406,10.253077,45.826897,19.218723,0.364284
146,0.811111,-0.093293,0.001340,0.091698,-0.991406,10.251362,45.829037,19.219593,0.366578
147,0.816667,-0.093322,0.001411,0.091544,-0.991418,10.235594,45.839039,19.232882,0.382443
148,0.822222,-0.093305,0.001296,0.091685,-0.991406,10.251819,45.829941,19.221764,0.373597
149,0.827778,-0.093280,0.001281,0.091670,-0.991410,10.250820,45.834652,19.212095,0.370002
150,0.833333,-0.093304,0.001264,0.091709,-0.991404,10.247969,45.834301,19.215960,0.370376
151,0.838889,-0.093288,0.001262,0.091688,-0.991408,10.248580,45.837296,19.211905,0.370106
152,0.844444,-0.093259,0.001317,0.091675,-0.991412,10.246493,45.830082,19.214184,0.368568
153,0.850000,-0.093274,0.001460,0.091575,-0.991419,10.231615,45.837784,19.233479,0.378578
154,0.855556,-0.093270,0.001341,0.091662,-0.991412,10.250632,45.824688,19.215326,0.362219
155,0.861111,-0.093324,0.001257,0.091665,-0.991406,10.245073,45.820858,19.217001,0.369161
156,0.866667,-0.093311,0.001342,0.091680,-0.991406,10.248671,45.828144,19.222569,0.370295
157,0.872222,-0.093322,0.001279,0.091684,-0.991405,10.248223,45.827206,19.221046,0.365327
158,0.877778,-0.093322,0.001284,0.091699,-0.991403,10.252521,45.828110,19.220543,0.364864
159,0.883333,-0.093288,0.001323,0.091695,-0.991407,10.253661,45.833748,19.225853,0.370567
160,0.888889,-0.093262,0.001308,0.091715,-0.991408,10.253194,45.834778,19.216888,0.363210
161,0.894444,-0.093237,0.001423,0.091597,-0.991421,10.241798,45.841476,19.237289,0.371158
162,0.900000,-0.093210,0.001462,0.091579,-0.991425,10.223165,45.847118,19.238304,0.373843
163,0.905556,-0.093216,0.001377,0.091658,-0.991417,10.240468,45.845985,19.226954,0.360768
164,0.911111,-0.093233,0.001330,0.091712,-0.991411,10.241696,45.840649,19.225250,0.363091
165,0.916667,-0.093226,0.001262,0.091743,-0.991408,10.241308,45.832153,19.222202,0.364402
166,0.922222,-0.093225,0.001272,0.091673,-0.991415,10.245171,45.834679,19.224932,0.354370
167,0.927778,-0.093200,0.001303,0.091714,-0.991413,10.247199,45.839539,19.221323,0.353844
168,0.933333,-0.093168,0.001280,0.091720,-0.991416,10.236596,45.842403,19.215807,0.358257
169,0.938889,-0.093031,0.001465,0.091780,-0.991423,10.227345,45.830318,19.236628,0.390616
