Format Version,1.23,Take Name,FlacoFPV5s_withGoPro_003,Take Notes,,Capture Frame Rate,180.000000,Export Frame Rate,180.000000,Capture Start Time,2018-11-07 03.23.19.036 PM,Total Frames in Take,28961,Total Exported Frames,28961,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Flaco5s,Flaco5s,Flaco5s,Flaco5s,Flaco5s,Flaco5s,Flaco5s,Flaco5s
,ID,"51B46CE0E2E311E8B3FD50CD8B7040A6","51B46CE0E2E311E8B3FD50CD8B7040A6","51B46CE0E2E311E8B3FD50CD8B7040A6","51B46CE0E2E311E8B3FD50CD8B7040A6","51B46CE0E2E311E8B3FD50CD8B7040A6","51B46CE0E2E311E8B3FD50CD8B7040A6","51B46CE0E2E311E8B3FD50CD8B7040A6","51B46CE0E2E311E8B3FD50CD8B7040A6"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,
231,1.283333,-0.001994,0.016786,-0.009536,-0.999812,6.483397,53.572468,-13.476926,0.649548
232,1.288889,-0.001879,0.016801,-0.009660,-0.999810,6.483972,53.566051,-13.485725,0.660357
233,1.294444,-0.002071,0.016862,-0.009625,-0.999809,6.476959,53.564907,-13.484318,0.631872
234,1.300000,-0.002034,0.016815,-0.009607,-0.999810,6.485314,53.566589,-13.482537,0.658602
235,1.305556,-0.002032,0.016771,-0.009582,-0.999811,6.490911,53.567650,-13.474859,0.646804
236,1.311111,-0.001977,0.016917,-0.009704,-0.999808,6.482263,53.567944,-13.489589,0.680033
237,1.316667,-0.002052,0.016881,-0.009641,-0.999809,6.477294,53.559834,-13.490326,0.666049
238,1.322222,-0.001993,0.016898,-0.009699,-0.999808,6.465866,53.565228,-13.500330,0.686188
239,1.327778,-0.002092,0.016861,-0.009651,-0.999809,6.476081,53.572460,-13.485602,0.663441
240,1.333333,-0.002129,0.016962,-0.009674,-0.999807,6.488781,53.574211,-13.489852,0.633713
241,1.338889,-0.002018,0.016807,-0.009541,-0.999811,6.484040,53.575951,-13.483225,0.675955
